ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,AGE_GROUP,TOTAL_BILL,AVG_BILL,TOTAL_PAYMENT,AVG_PAYMENT,CREDIT_UTILIZATION,PAYMENT_RATIO,AVG_DELAY,MAX_DELAY,NUM_DELAY_MONTHS,RECENT_DELAY_FLAG,BILL_GROWTH,PAYMENT_STD
16755,20000,1,2,1,45,0,0,0,0,-2,-2,13243,11699,12372,0,-800,0,1500,5017,0,0,800,0,0,3,36514,6085.666666666667,7317,1219.5,1.8256087195640218,0.20038340408051486,-0.6666666666666666,0,0,0,13243,1956.3848036621016
16756,70000,1,2,1,35,0,0,0,0,0,0,69388,70480,66646,69641,46458,50679,3439,3237,4938,1693,5000,2200,1,2,373292,62215.333333333336,20507,3417.8333333333335,5.33266667619034,0.05493539927081408,0.0,0,0,0,18709,1364.2195448924879
16757,320000,1,2,2,36,0,0,0,0,0,0,318022,321560,150062,139555,116315,106541,10810,4746,4241,3275,3265,2865,0,2,1152055,192009.16666666666,29202,4867.0,3.6001606244980486,0.025347726152200933,0.0,0,0,0,211481,2994.4828601947283
16758,80000,1,2,1,46,0,-1,-1,2,-1,0,31290,780,390,780,780,390,780,390,0,1560,0,390,0,3,34410,5735.0,3120,520.0,0.43011962350470617,0.09066868152625614,-0.16666666666666666,2,1,0,30900,587.1626691130832
16759,50000,1,2,1,33,0,0,0,0,0,0,28086,29088,25692,24336,20243,18995,1500,2000,1410,1000,1000,1000,0,2,146440,24406.666666666668,7910,1318.3333333333333,2.9287414251714967,0.05401492751346959,0.0,0,0,0,9091,402.51293975059565
16760,80000,1,2,1,41,0,0,0,0,0,0,15824,12781,9994,10704,9201,6275,2000,2000,4000,1000,1000,1000,0,3,64779,10796.5,11000,1833.3333333333333,0.8097273784077699,0.16980549552330967,0.0,0,0,0,9549,1169.0451944500123
16761,110000,1,3,2,38,0,0,0,0,0,0,52708,51021,51166,42718,42183,40909,2469,2119,1857,1418,1390,1408,0,2,280705,46784.166666666664,10661,1776.8333333333333,2.5518404378142017,0.037979238064024284,0.0,0,0,0,11799,451.0075017853547
16762,50000,1,2,1,45,0,0,0,0,0,0,49573,49417,49085,33156,19344,18930,2245,1652,1497,10580,685,704,0,3,219505,36584.166666666664,17363,2893.8333333333335,4.390012199756005,0.07910034349858318,0.0,0,0,0,30643,3812.236898025445
16763,50000,1,3,1,42,2,0,0,2,0,0,10343,12161,15061,14400,16000,18000,2000,3100,0,2000,2000,0,1,3,85965,14327.5,9100,1516.6666666666667,1.7192656146877063,0.10585580345718075,0.6666666666666666,2,2,1,-7657,1249.6666222103665
16764,20000,1,2,1,38,0,0,0,0,0,0,14966,16278,17012,17992,18350,18738,1565,1299,1279,637,663,1469,0,2,103336,17222.666666666668,6912,1152.0,5.166541672916354,0.06688794913728868,0.0,0,0,0,-3772,403.2721165664693
16765,120000,1,1,1,42,2,2,0,0,2,0,63598,61987,64373,69164,67453,72997,0,4000,6500,0,6639,4000,0,3,399572,66595.33333333333,21139,3523.1666666666665,3.329738918842343,0.052903974993305354,1.0,2,3,1,-9399,2961.4219838899467
16766,30000,1,2,2,37,0,0,0,0,0,0,23422,24425,25463,26453,26987,28760,1397,1435,1425,959,2201,1200,0,2,155510,25918.333333333332,8617,1436.1666666666667,5.183493883537215,0.055410871256695665,0.0,0,0,0,-5338,417.15532678687765
16767,50000,1,2,3,34,0,0,0,0,0,0,8603,7757,8742,6041,5383,0,1200,1141,1006,0,0,0,0,2,36526,6087.666666666667,3347,557.8333333333334,0.7305053898922022,0.09163084841350234,0.0,0,0,0,8603,614.3042948463462
16768,100000,1,3,2,35,1,2,0,-1,-1,-1,23704,21774,21818,1261,1261,1261,0,2000,1261,1261,1261,1651,1,2,71079,11846.5,7434,1239.0,0.7107828921710783,0.1045863815419246,0.0,2,2,1,22443,676.0825393396874
16769,50000,1,2,2,35,3,2,2,2,2,-1,150,150,150,150,150,805,0,0,0,0,805,43340,0,2,1555,259.1666666666667,44145,7357.5,0.03109937801243975,28.37082262210797,1.6666666666666667,3,5,1,-655,17630.693619367332
16770,30000,1,2,2,34,0,0,0,0,-2,-2,17803,19126,19500,0,0,0,1626,1000,0,0,0,0,0,2,56429,9404.833333333334,2626,437.6666666666667,1.880903969867671,0.04653553074605706,-0.6666666666666666,0,0,0,17803,706.3375019540352
16771,40000,1,2,1,38,3,2,0,0,2,0,38291,37380,38180,40524,39720,39860,0,1706,3050,0,1565,1278,1,2,233955,38992.5,7599,1266.5,5.848728781780456,0.03248046641248782,1.1666666666666667,3,3,1,-1569,1155.1027227047819
16772,190000,1,2,1,39,2,2,2,2,0,0,166611,170196,172122,167858,171192,174937,7820,6100,0,6127,6503,6500,1,2,1022916,170486.0,33050,5508.333333333333,5.383740085578497,0.03230956177285156,1.3333333333333333,2,4,1,-8326,2770.9608923019223
16773,10000,1,3,1,39,1,2,0,0,0,0,10866,10094,9212,9633,9550,9334,0,1201,1062,254,288,365,1,2,58689,9781.5,3170,528.3333333333334,5.868313168683132,0.054012608621570965,0.5,2,2,1,1532,484.99759449575276
16774,50000,1,3,1,43,0,0,0,0,0,0,50444,49654,49921,50512,20071,20277,2000,2050,1641,1000,1000,1000,0,3,240879,40146.5,8691,1448.5,4.817483650326993,0.036080205911657254,0.0,0,0,0,30167,511.1687588262804
16775,20000,1,2,2,34,0,0,0,2,0,0,17676,17650,18740,18373,18768,19315,2000,2500,1000,1000,1000,2000,0,2,110522,18420.333333333332,9500,1583.3333333333333,5.525823708814559,0.08595495960116899,0.3333333333333333,2,1,0,-1639,664.5800679125629
16776,120000,1,3,2,37,-2,-2,-2,-2,-2,-2,2284,2007,1371,4639,360,2650,2007,1371,4639,360,2650,1947,0,2,13311,2218.5,12974,2162.3333333333335,0.11092407563270307,0.974609375,-2.0,-2,0,0,-366,1436.4405545189354
16777,50000,1,3,2,43,0,0,0,0,-1,0,50517,48230,42674,4593,18007,18230,2015,1882,2119,45800,662,1000,0,3,182251,30375.166666666668,53478,8913.0,3.644947101057979,0.2934288786954327,-0.16666666666666666,0,0,0,32287,18080.493024251304
16778,310000,1,1,2,31,0,0,0,0,0,0,279711,266417,271746,260673,199746,182994,10143,24932,10440,6265,6275,5830,0,2,1461287,243547.83333333334,63885,10647.5,4.713813826407011,0.04371828140653999,0.0,0,0,0,96717,7292.158603596057
16779,240000,1,3,2,45,1,2,0,0,0,0,221341,213264,207403,201331,195040,188968,7000,7500,7300,7000,7000,5869,0,3,1227347,204557.83333333334,41669,6944.833333333333,5.113924525314478,0.03395043622509671,0.5,2,2,1,32373,565.8446488804739
16780,50000,1,2,1,47,1,-1,2,2,-1,-1,-658,46342,25600,-400,40000,0,47000,0,0,20400,0,0,1,3,110884,18480.666666666668,67400,11233.333333333334,2.217635647287054,0.6078369481895658,0.3333333333333333,2,3,1,-658,19328.907539399806
16781,210000,1,1,2,40,-1,-1,-1,-1,-1,-1,1535,2652,179,1326,1326,1326,2652,179,1326,1326,1326,4182,1,2,8344,1390.6666666666667,10991,1831.8333333333333,0.0397331441278851,1.3170760934691432,-1.0,-1,0,0,209,1392.5097366505797
16782,60000,1,2,1,31,1,2,2,2,0,0,16253,15695,18440,17838,17417,22102,0,3000,0,1000,5000,1000,0,2,107745,17957.5,10000,1666.6666666666667,1.7957200713321444,0.09281087000909546,1.1666666666666667,2,4,1,-5849,1966.3841605003502
16783,20000,1,2,2,31,0,0,0,0,2,2,13192,14202,15237,17164,17294,16110,1230,1265,2192,694,0,3134,1,2,93199,15533.166666666666,8515,1419.1666666666667,4.659717014149293,0.091362660944206,0.6666666666666666,2,2,0,-2918,1107.9148733845336
16784,50000,1,2,2,43,0,0,0,0,0,0,50785,48709,50981,45793,46555,38816,3000,4414,1500,1042,2000,0,1,3,281639,46939.833333333336,11956,1992.6666666666667,5.632667346653067,0.04245135634142878,0.0,0,0,0,11969,1548.8600539321385
16785,30000,1,2,2,39,0,0,0,0,0,0,24065,25660,26257,27641,29335,10493,2005,2000,2000,2000,1000,1000,1,2,143451,23908.5,10005,1667.5,4.781540615312823,0.06974458355408081,0.0,0,0,0,13572,517.046903094874
16786,60000,1,1,2,29,1,2,2,0,0,2,43434,44522,43222,43588,46564,47369,2100,0,1708,4000,2000,1903,1,1,268699,44783.166666666664,11711,1951.8333333333333,4.478242029299512,0.04358392259024935,1.1666666666666667,2,4,1,-3935,1272.0654726336481
16787,90000,1,2,2,29,0,0,0,-2,-2,-2,70559,51550,0,0,0,0,3000,0,0,0,0,0,0,1,122109,20351.5,3000,500.0,1.3567515916489816,0.024568012447792973,-1.0,0,0,0,70559,1224.744871391589
16788,30000,1,2,1,32,0,0,0,0,0,2,12452,13439,14420,15838,17331,16973,1500,1500,2000,2000,0,3600,1,2,90453,15075.5,10600,1766.6666666666667,3.0149995000166663,0.11718663630132443,0.3333333333333333,2,1,0,-4521,1160.4596790352807
16789,30000,1,2,2,37,3,2,2,7,7,7,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,1,2,14274,2379.0,0,0.0,0.47578414052864904,0.0,4.666666666666667,7,6,1,0,0.0
16790,220000,1,3,1,39,2,2,2,2,2,2,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0,1,2,1103608,183934.66666666666,37000,6166.666666666667,5.016377198285462,0.03352636667515397,2.0,2,6,1,-16029,3060.5010483034744
16791,250000,1,4,1,39,-2,-2,-2,-2,-2,-2,14310,3697,0,0,0,0,3700,0,0,0,0,0,0,2,18007,3001.1666666666665,3700,616.6666666666666,0.07202771188915244,0.20546423811639272,-2.0,-2,0,0,14310,1510.5186747162934
16792,450000,1,1,1,42,-1,0,-1,-1,-1,-1,2549,20499,2499,2499,0,11071,20449,2499,2499,0,11071,780,0,3,39117,6519.5,37298,6216.333333333333,0.08692647349672557,0.9534741039930467,-0.8333333333333334,0,0,0,-8522,8024.590249144604
16793,30000,1,2,2,34,2,0,0,4,3,2,18402,19785,24633,23961,23289,22779,2000,5500,0,0,0,3400,0,2,132849,22141.5,10900,1816.6666666666667,4.428152394920169,0.08204742190440346,1.8333333333333333,4,4,1,-4377,2280.716261762227
16794,220000,1,2,1,37,0,0,0,0,0,0,13429,15688,17922,20111,22261,24392,2500,2500,2500,2500,2500,2500,0,2,113803,18967.166666666668,15000,2500.0,0.5172840123453984,0.13180556043724298,0.0,0,0,0,-10963,0.0
16795,300000,1,1,2,30,-2,-2,-2,-2,-2,-2,901,901,901,1075,0,66,901,901,1075,0,66,66,0,1,3844,640.6666666666666,3009,501.5,0.012813290622364592,0.7825747724317296,-2.0,-2,0,0,835,505.75201433113443
16796,500000,1,2,2,30,0,0,0,0,0,0,135634,135796,133712,136069,67837,69514,5034,6000,5355,3500,2513,5000,0,1,678562,113093.66666666667,27402,4567.0,1.3571212857574284,0.040382396328712294,0.0,0,0,0,66120,1299.031639337549
16797,20000,1,2,2,34,1,2,0,0,0,0,15095,14459,12607,16430,19230,0,0,6000,5000,3000,0,0,0,2,77821,12970.166666666666,14000,2333.3333333333335,3.8908554572271385,0.17989771529901571,0.5,2,2,1,15095,2732.5202042558926
16798,110000,1,2,2,32,0,0,0,0,0,-2,42015,38897,29059,20799,-1961,-1961,1575,1377,1007,0,0,66296,0,2,126848,21141.333333333332,70255,11709.166666666666,1.1531531531531531,0.5538474879581234,-0.3333333333333333,0,0,0,43976,26750.41276254755
16799,10000,1,3,1,41,1,4,3,2,0,0,10711,10399,10092,9700,10000,9900,0,0,0,302,0,0,0,3,60802,10133.666666666666,302,50.333333333333336,6.07959204079592,0.00496686018781968,1.6666666666666667,4,4,1,811,123.29098372008663
16800,20000,1,2,2,47,1,2,2,2,0,0,8557,8271,11127,10657,11178,11840,0,3000,0,1000,1000,1900,1,3,61630,10271.666666666666,6900,1150.0,3.081345932703365,0.11195664519478833,1.1666666666666667,2,4,1,-3283,1155.4220008291343
16801,230000,1,2,1,34,-1,-1,-1,-1,-1,-1,1344,-6,2190,3475,1791,2993,0,2196,3485,1796,3002,2601,0,2,11787,1964.5,13080,2180.0,0.051247603271290125,1.1096029860875467,-1.0,-1,0,0,-1649,1221.1520789811564
16802,20000,1,2,2,35,1,2,2,2,2,2,15668,15119,17976,19088,18500,20712,0,3108,1700,0,3500,0,1,2,107063,17843.833333333332,8308,1384.6666666666667,5.352882355882206,0.07759844578943435,1.8333333333333333,2,6,1,-5044,1630.6963747634527
16803,50000,1,2,1,38,-1,-1,-1,-1,0,-1,1930,305,6270,6396,6596,3488,305,6270,6396,2200,3488,0,0,2,24985,4164.166666666667,18659,3109.8333333333335,0.499690006199876,0.7467781957896422,-0.8333333333333334,0,0,0,-1558,2803.373140819229
16804,200000,1,1,2,40,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000,0,2,431712,71952.0,19700,3283.3333333333335,2.1585492072539636,0.0456321676669454,0.0,0,0,0,-10944,530.7227776030219
16805,80000,1,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,3000,0,0,0,0,0,0,2,0,0.0,3000,500.0,0.0,3000.0,-1.5,1,1,1,0,1224.744871391589
16806,50000,1,3,2,43,-1,-1,-1,0,-1,-1,4166,4166,4216,4166,4166,4166,4166,4216,4116,4166,4166,4166,0,3,25046,4174.333333333333,24996,4166.0,0.500909981800364,0.9979638280033537,-0.8333333333333334,0,0,0,0,31.622776601683793
16807,50000,1,2,1,49,1,2,0,0,0,0,16747,16181,17912,19606,20969,25302,0,2000,2000,2000,5000,0,1,3,116717,19452.833333333332,11000,1833.3333333333333,2.3342933141337174,0.09424424681711475,0.5,2,2,1,-8555,1834.8478592697181
16808,110000,1,1,2,29,0,0,0,0,0,0,110721,111242,105199,104587,49001,45093,3938,5720,3078,2000,2000,2000,1,1,525843,87640.5,18736,3122.6666666666665,4.780347451386805,0.03563033903591179,0.0,0,0,0,65628,1496.2650389107762
16809,110000,1,2,1,38,0,0,0,0,0,0,42617,42229,42214,41405,40846,40385,1678,2023,1574,1375,1468,1649,0,2,249696,41616.0,9767,1627.8333333333333,2.269943000518177,0.039115407874343706,0.0,0,0,0,2232,224.27252766816238
16810,220000,1,2,1,36,0,0,0,0,0,0,87431,114959,110700,58674,50247,85500,50005,20010,2481,20000,55827,34675,0,2,507511,84585.16666666667,182998,30499.666666666668,2.3068576961013814,0.36057866612020995,0.0,0,0,0,1931,20222.200866044892
16811,140000,1,3,1,38,0,0,0,0,0,0,138329,138072,136377,106241,96986,94665,6806,4744,4546,3672,3602,4006,0,2,710670,118445.0,27376,4562.666666666667,5.076178027299805,0.03852134109876441,0.0,0,0,0,43664,1190.9449469503897
16812,50000,1,2,2,43,0,0,0,0,-2,-2,34326,34110,3552,0,0,0,3000,3505,0,0,0,0,0,3,71988,11998.0,6505,1084.1666666666667,1.4397312053758924,0.09036102737918293,-0.6666666666666666,0,0,0,34326,1687.1586074423074
16813,100000,1,2,1,40,2,2,2,2,2,0,70762,69025,74489,78660,76797,78404,0,6600,6000,0,3000,3100,1,2,448137,74689.5,18700,3116.6666666666665,4.4813251867481325,0.04172821764724259,1.6666666666666667,2,5,1,-7642,2824.4763526478087
16814,20000,1,1,2,38,0,0,0,0,0,0,15255,16507,16842,15151,16741,20540,5006,4015,2006,7137,18000,202,1,2,101036,16839.333333333332,36366,6061.0,5.051547422628868,0.3599275512930907,0.0,0,0,0,-5285,6320.878799660693
16815,50000,1,3,2,32,0,0,0,0,0,0,49760,51105,48516,19078,19220,19514,2189,1600,1600,700,700,857,1,2,207193,34532.166666666664,7646,1274.3333333333333,4.143777124457511,0.03690261301002925,0.0,0,0,0,30246,613.6150802145158
16816,40000,1,2,2,33,0,0,-2,-2,-2,-2,23330,0,0,0,0,0,0,0,0,0,0,0,0,2,23330,3888.3333333333335,0,0.0,0.5832354191145221,0.0,-1.3333333333333333,0,0,0,23330,0.0
16817,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,13067,6170,3439,1193,381,1516,6170,3444,1193,381,1516,542,0,2,25766,4294.333333333333,13246,2207.6666666666665,0.14314364920194889,0.5140683820390421,-1.0,-1,0,0,11551,2229.2471075828867
16818,80000,1,3,2,34,0,0,0,0,0,0,45876,46565,47967,48804,49624,50031,1752,2154,1991,1811,1742,2000,0,2,288867,48144.5,11450,1908.3333333333333,3.610792365095436,0.03963748147943005,0.0,0,0,0,-4155,165.63171998945936
16819,30000,1,2,2,34,0,0,0,0,0,0,26774,28014,29248,29254,19837,14793,2000,1694,1200,8697,2000,1000,0,2,147920,24653.333333333332,16591,2765.1666666666665,4.930502316589447,0.11216122119239323,0.0,0,0,0,11981,2934.9809141912096
16820,230000,1,2,1,35,0,0,-1,-1,-1,0,30798,28806,2425,2425,3850,2425,1000,2425,2425,3850,1000,15244,0,2,70729,11788.166666666666,25944,4324.0,0.30751605427802486,0.36680333663226355,-0.5,0,0,0,28373,5454.93226355745
16821,20000,1,4,2,41,0,0,0,2,0,0,20101,20086,20221,19627,18948,0,1318,1973,1000,600,0,0,0,3,98983,16497.166666666668,4891,815.1666666666666,4.948902554872256,0.04941202618605027,0.3333333333333333,2,1,0,20101,774.9674616825321
16822,350000,1,3,1,44,-1,-1,-1,-1,-1,-2,2161,7230,3301,4301,15,684,7426,3306,4301,15,684,2713,0,3,17692,2948.6666666666665,18445,3074.1666666666665,0.05054842700449427,1.042502684677556,-1.1666666666666667,-1,0,0,1477,2672.0463631207203
16823,20000,1,2,1,38,1,2,2,2,2,2,9599,9296,11813,11327,12137,11799,0,2676,0,1000,0,582,0,2,65971,10995.166666666666,4258,709.6666666666666,3.2983850807459625,0.0645425331959013,1.8333333333333333,2,6,1,-2200,1046.7033326911055
16824,130000,1,2,2,36,0,0,0,0,0,-1,91016,36706,19802,11515,4261,45718,1848,1394,1015,99,47657,1681,0,2,209018,34836.333333333336,53694,8949.0,1.6078184013969123,0.2568857376602127,-0.16666666666666666,0,0,0,45298,18973.17142704403
16825,50000,1,2,1,37,0,0,0,0,0,0,47832,49020,48272,49264,26206,27823,2000,3000,2000,1000,2000,2000,1,2,248417,41402.833333333336,12000,2000.0,4.968240635187296,0.048305678332487986,0.0,0,0,0,20009,632.4555320336759
16826,100000,1,2,2,44,0,0,0,-1,-1,0,20439,6882,2456,1537,1642,110,1068,1007,1741,1646,100,0,1,3,33066,5511.0,5562,927.0,0.3306566934330657,0.1682039495569601,-0.3333333333333333,0,0,0,20329,741.4979433552058
16827,20000,1,2,1,40,0,0,0,2,0,0,12129,12919,14810,15267,15714,16308,1300,2100,1000,1000,1000,1000,1,2,87147,14524.5,7400,1233.3333333333333,4.35713214339283,0.08491302152659844,0.3333333333333333,2,1,0,-4179,441.21045620731456
16828,150000,1,1,1,43,-2,-2,-2,-2,-1,-1,1000,0,0,1522,5014,1000,0,0,1522,5014,1406,0,0,3,8536,1422.6666666666667,7942,1323.6666666666667,0.056906287291418056,0.9303033852641444,-1.6666666666666667,-1,0,0,0,1945.2997369728569
16829,230000,1,2,1,46,0,0,0,0,0,0,117255,109450,109794,109143,107996,109230,5400,5505,5505,4000,4500,5000,0,3,662868,110478.0,29910,4985.0,2.882022252077165,0.04512203768768792,0.0,0,0,0,8025,619.467513272488
16830,470000,1,1,1,38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,1977,1,2,553467,92244.5,178864,29810.666666666668,1.1775868561981784,0.3231695418705327,0.0,0,0,0,-13703,65050.51042587343
16831,50000,1,2,1,46,0,0,0,0,0,0,43719,44290,41245,42081,20328,20391,1700,1924,2015,1000,663,10000,0,3,212054,35342.333333333336,17302,2883.6666666666665,4.240995180096398,0.08159203980099503,0.0,0,0,0,23328,3526.9921840949223
16832,120000,1,3,1,49,0,-1,-1,-1,-1,-1,119440,3844,2290,780,8190,4600,3844,2299,780,8190,4600,1081,1,3,139144,23190.666666666668,20794,3465.6666666666665,1.159523670636078,0.14944123037119553,-0.8333333333333334,0,0,0,114840,2757.162502767414
16833,20000,1,2,1,43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950,1,3,107741,17956.833333333332,7450,1241.6666666666667,5.386780660966951,0.06914666518163762,1.3333333333333333,2,4,1,2867,872.0187306856812
16834,10000,1,2,1,45,1,2,2,2,2,0,7953,9164,8876,10009,7169,8842,1500,0,1500,0,3000,2000,0,3,52013,8668.833333333334,8000,1333.3333333333333,5.200779922007799,0.15380474487637943,1.5,2,5,1,-889,1169.045194450012
16835,50000,1,1,2,29,2,2,2,0,0,-2,7881,10415,3997,1047,0,0,3000,0,1000,0,0,0,1,1,23340,3890.0,4000,666.6666666666666,0.4667906641867163,0.17137226339916883,0.6666666666666666,2,3,1,7881,1211.0601416389966
16836,360000,1,1,2,30,-2,-2,-2,-2,-2,-2,1246,17234,387,776,810,0,17328,388,779,814,0,0,0,1,20453,3408.8333333333335,19309,3218.1666666666665,0.05681373107296924,0.944020729441674,-2.0,-2,0,0,1246,6921.560298564672
16837,100000,1,4,1,38,0,0,0,0,0,0,101330,100278,100733,96038,94646,96631,3824,4311,3648,3370,3492,3614,0,2,589656,98276.0,22259,3709.8333333333335,5.89650103498965,0.03774906428652589,0.0,0,0,0,4699,331.7772847358099
16838,170000,1,1,2,36,-1,-1,-1,-1,-1,-1,8433,644,7567,0,499,576,644,7567,0,499,576,0,0,2,17719,2953.1666666666665,9286,1547.6666666666667,0.10422879865412557,0.5240406320541761,-1.0,-1,0,0,7857,2962.545167025588
16839,30000,1,2,2,43,2,2,2,2,2,2,14697,17332,16770,18483,17888,19097,3200,0,2300,0,1500,0,1,3,104267,17377.833333333332,7000,1166.6666666666667,3.4754508183060566,0.06713469137223309,2.0,2,6,1,-4400,1386.6025626208352
16840,230000,1,1,1,37,1,-1,-1,2,-1,0,0,2062,5056,3050,3700,1900,2062,3050,0,3700,0,2436,1,2,15768,2628.0,11248,1874.6666666666667,0.06855622366859275,0.7132982433889277,0.0,2,2,1,-1900,1555.1327488888744
16841,150000,1,1,2,35,0,0,0,0,0,0,114997,118821,121362,124687,125223,98890,4884,5100,6000,3142,3300,3323,0,2,703980,117330.0,25749,4291.5,4.6931687122085854,0.03657627123459298,0.0,0,0,0,16107,1197.1729616057992
16842,260000,1,2,2,37,-1,-1,-1,-1,-1,-2,3000,150,-850,300,-832,-832,150,0,1000,0,0,0,0,2,936,156.0,1150,191.66666666666666,0.003599986153899408,1.2273212379935965,-1.1666666666666667,-1,0,0,3832,400.52049468993056
16843,80000,1,3,1,48,0,0,0,0,0,0,76288,71659,67528,64035,60612,57532,3003,2403,3003,3001,2401,3109,0,3,397654,66275.66666666667,16920,2820.0,4.970612867339158,0.04254944612792496,0.0,0,0,0,18756,326.40772049692697
16844,20000,1,2,2,43,0,0,0,0,0,0,19656,30177,16263,17287,17699,18413,1300,2600,1300,700,1000,700,0,3,119495,19915.833333333332,7600,1266.6666666666667,5.9744512774361285,0.06360045524536387,0.0,0,0,0,1243,706.1633427661525
16845,240000,1,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0.0,0.0,0.0,-1.5,1,1,1,0,0.0
16846,50000,1,2,1,40,1,2,0,0,0,0,49039,47949,49235,49577,17063,17634,0,2058,1400,762,1000,650,1,2,230497,38416.166666666664,5870,978.3333333333334,4.609847803043939,0.025466598408662982,0.5,2,2,1,31405,700.8125759906615
16847,50000,1,1,2,45,0,0,0,0,0,0,42931,45556,43809,36493,20069,20210,6004,1805,1255,1003,1111,3002,0,3,209068,34844.666666666664,14180,2363.3333333333335,4.18127637447251,0.06782449813219558,0.0,0,0,0,22721,1929.835917031981
16848,100000,1,2,2,45,2,2,2,2,0,0,65781,60114,59478,54336,50640,49113,0,4817,6,1700,3650,0,1,3,339462,56577.0,10173,1695.5,3.3945860541394586,0.029967919920580448,1.3333333333333333,2,4,1,16668,2105.5974686534937
16849,20000,1,3,2,40,0,0,0,0,0,0,16884,17891,19078,19800,20000,0,1291,1478,1200,400,0,0,0,2,93653,15608.833333333334,4369,728.1666666666666,4.682415879206039,0.04665043671386166,0.0,0,0,0,16884,673.766255215165
16850,150000,1,1,1,41,2,2,2,2,0,0,116699,113358,124745,121249,124237,132252,0,14779,0,5000,10000,5000,1,3,732540,122090.0,34779,5796.5,4.883567442883714,0.047477206053995614,1.3333333333333333,2,4,1,-15553,5776.198879886322
16851,230000,1,2,3,37,-1,0,0,0,0,-1,11770,16479,20474,26492,326,1056,10000,5000,16492,0,1056,326,0,2,76597,12766.166666666666,32874,5479.0,0.33302898683049204,0.42917569649338105,-0.3333333333333333,0,0,0,10714,6604.405045119507
16852,20000,1,2,1,45,0,0,0,0,0,0,19473,19868,16749,17538,13840,7370,1896,1417,1206,284,147,4937,0,3,94838,15806.333333333334,9887,1647.8333333333333,4.741662916854157,0.10425036113835026,0.0,0,0,0,12103,1745.9236428511606
16853,390000,1,2,2,33,0,0,0,0,0,0,30209,31193,31440,38001,48301,28131,1804,2561,8122,11000,20015,1002,0,2,207275,34545.833333333336,44504,7417.333333333333,0.5314729962230866,0.2147088905613771,0.0,0,0,0,2078,7325.069929131508
16854,80000,1,2,1,36,3,2,2,4,4,3,600,600,600,600,600,300,0,0,0,0,0,0,1,2,3300,550.0,0,0.0,0.04124948438144523,0.0,3.0,4,6,1,300,0.0
16855,270000,1,1,2,35,1,-2,-2,-2,-2,-2,-12,-12,-12,-12,-12,-12,0,0,0,0,0,0,0,2,-72,-12.0,0,0.0,-0.00026666567901600366,0.0,-1.5,1,1,1,0,0.0
16856,20000,1,2,1,37,0,0,0,0,0,0,15429,16436,17584,18166,8190,8190,1270,1418,1000,3144,0,0,0,2,83995,13999.166666666666,6832,1138.6666666666667,4.19954002299885,0.08133720653364446,0.0,0,0,0,7239,1160.0852842212364
16857,150000,1,2,1,45,2,3,3,2,0,0,152180,157719,155368,123906,128597,105967,9500,2000,0,8000,9000,15000,0,3,823737,137289.5,43500,7250.0,5.491543389710735,0.05280805304599278,1.6666666666666667,3,4,1,46213,5456.647322303321
16858,50000,1,1,2,36,0,0,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987,0,2,293725,48954.166666666664,13000,2166.6666666666665,5.874382512349753,0.044258935198109806,0.0,0,0,0,590,229.81354761342217
16859,160000,1,1,1,47,1,2,2,2,2,3,58706,57384,59875,61518,65152,64074,0,3200,3000,5000,0,3000,1,3,366709,61118.166666666664,14200,2366.6666666666665,2.2919169255192156,0.038722696408606254,2.0,3,6,1,-5368,1981.58185969358
16860,360000,1,1,2,33,-2,-2,-2,-2,-2,-2,714,-68,-68,-68,4132,-2,7,0,0,4200,48,5500,0,2,4640,773.3333333333334,9755,1625.8333333333333,0.012888853086519204,2.1019176901529844,-2.0,-2,0,0,716,2531.100505050455
16861,150000,1,3,1,40,0,0,0,0,0,0,121544,123615,126733,130241,132466,134808,5000,4533,5000,3724,3829,3900,0,2,769407,128234.5,25986,4331.0,5.1293458043613045,0.0337740184661454,0.0,0,0,0,-13264,590.277900653582
16862,500000,1,1,1,46,0,0,0,0,0,0,11471,13270,14245,15199,20980,18255,2000,1500,1219,6000,1000,1000,0,3,93420,15570.0,12719,2119.8333333333335,0.18683962632074735,0.13614711895612336,0.0,0,0,0,-6784,1937.7203530609536
